Route Type,Route,Stop Code,Stop Seq,Stop Name,Stop Name Marathi,LAT,LONG,Stage   
Non-BRTS,106,106 -R-01,1,Karvenagar,कर्वेनगर,18.489242,73.814383,2    
Non-BRTS,106,106 -R-02,2,Provision Stores,प्रोव्हीजन स्टोअर्स,18.489210,73.816662,2    
Non-BRTS,106,106 -R-03,3,Shipra Society,शिप्रा सोसायटी,18.491992,73.818067,2    
Non-BRTS,106,106 -R-04,4,Shreeman Society,श्रीमान सोसायटी,18.492054,73.820244,3    
Non-BRTS,106,106 -R-05,5,Vitthal Mandir Shreeman Society,विठ्ठल मंदीर श्रीमान सोसायटी ,18.490135,73.824855,3    
Non-BRTS,106,106 -R-06,6,Durvankur Bungalow,दूर्वांकूर बंगला,18.490010,73.825660,3    
Non-BRTS,106,106 -R-07,7,Madhusanchay Society,मधुसंचय सोसायटी,18.490150,73.826750,3,,, ,,,,,,,,,,,,,
Non-BRTS,106,106 -R-08,8,United Western Sabhagrugha,युनायटेड वेस्टन सभागृह,18.493204,73.827805,3    
Non-BRTS,106,106 -R-09,9,Navsahayadri,नवसह्याद्री,18.495783,73.828117,4    
Non-BRTS,106,106 -R-10,10,Alankar Police Chowky,अलंकार पोलीस चौकी,18.498004,73.827003,4    
Non-BRTS,106,106 -R-11,11,Ganeshnagar Navsahyadri,गणेशनगर नवसह्याद्री,18.498090,73.826553,4    
Non-BRTS,106,106 -R-12,12,Karnatak Highschool,कर्नाटक हायस्कूल,18.501747,73.827080,4    
Non-BRTS,106,106 -R-13,13,Date Engineering,दाते इंजिनिअरिंग,18.502930,73.829220,4    
Non-BRTS,106,106 -R-14,14,Mehandale Garage,मेंहदळे गॅरेज,18.503017,73.829473,4    
Non-BRTS,106,106 -R-15,15,Mahadev Mandir Mehendale Garage,महादेव मंदीर मेंहदळे गॅरेज,18.506640,73.832400,5    
Non-BRTS,106,106 -R-16,16,Nal Stop,नळ स्टॉप,18.509020,73.831963,5    
Non-BRTS,106,106 -R-17,17,Sonal Hall,सोनल हॉल,18.510452,73.834959,5    
Non-BRTS,106,106 -R-18,18,Garware College,गरवारे कॉलेज,18.512424,73.838716,5    
Non-BRTS,106,106 -R-19,19,Deccan Corner,डेक्कन कॉर्नर,18.513532,73.841372,5,,, ,,,,,,,,,,,,,
Non-BRTS,106,106 -R-20,20,Goodluck Chowk,गुडलक चौक,18.517828,73.841515,6    
Non-BRTS,106,106 -R-21,21,Fergusson College,फर्ग्युसन कॉलेज,18.522930,73.840905,6    
Non-BRTS,106,106 -R-22,22,Dnyaneshwar Paduka,ज्ञानेश्र्वर पादुका ,18.526400,73.841896,6    
Non-BRTS,106,106 -R-23,23,Police Ground,पोलीस ग्राउंड,18.530705,73.844133,6    
Non-BRTS,106,106 -R-24,24,Na Ta Wadi,न ता वाडी,18.534710,73.848850,7    
Non-BRTS,106,106 -R-25,25,Shivajinagar,शिवाजीनगर,18.530707,73.849806,7    
Non-BRTS,106,106 -R-26,26,COEP Hostel,सीओईपी हॉस्टेल,18.528593,73.852315,7    
Non-BRTS,106,106 -R-27,27,Shivaji Maharaj Putla,शिवाजी महाराज पुतळा,18.525956,73.853622,7    
Non-BRTS,106,106 -R-28,28,Ma Na Pa Congress Bhavan,मनपा,18.522600,73.853120,8    
Non-BRTS,106,106 -R-29,29,Balgandharv,बालगंधर्व,18.522388,73.847762,8    
Non-BRTS,106,106 -R-30,30,Natraj Talkies,नटराज टॉकीज ,18.519260,73.845270,8    
Non-BRTS,106,106 -R-31,31,Deccan Gymkhana,डेक्कन जिमखाना,18.516495,73.842819,9    
Non-BRTS,106,106 -R-32,32,Deccan Corner,डेक्कन कॉर्नर,18.513955,73.841853,9    
Non-BRTS,106,106 -R-33,33,Garware College,गरवारे कॉलेज,18.512112,73.838403,9    
Non-BRTS,106,106 -R-34,34,Sonal Hall,सोनल हॉल,18.510405,73.834854,9,,, ,,,,,,,,,,,,,
Non-BRTS,106,106 -R-35,35,Nal Stop,नळ स्टॉप,18.508895,73.832018,9    
Non-BRTS,106,106 -R-36,36,Mahadev Mandir Mehendale Garage,महादेव मंदीर मेंहदळे गॅरेज,18.506954,73.832236,10    
Non-BRTS,106,106 -R-37,37,Mehandale Garage,मेंहदळे गॅरेज,18.504596,73.831354,10    
Non-BRTS,106,106 -R-38,38,Date Engineering,दाते इंजिनिअरिंग,18.503017,73.829473,10    
Non-BRTS,106,106 -R-39,39,Karnatak Highschool,कर्नाटक हायस्कूल,18.501659,73.827084,10    
Non-BRTS,106,106 -R-40,40,Ganeshnagar Navsahyadri,गणेशनगर नवसह्याद्री,18.498297,73.826094,10    
Non-BRTS,106,106 -R-41,41,Alankar Police Chowky,अलंकार पोलीस चौकी,18.497973,73.827010,10    
Non-BRTS,106,106 -R-42,42,Navsahayadri,नवसह्याद्री,18.495492,73.828302,11    
Non-BRTS,106,106 -R-43,43,United Western Sabhagrugha,युनायटेड वेस्टन सभागृह,18.492448,73.827575,11    
Non-BRTS,106,106 -R-44,44,Madhusanchay Society,मधुसंचय सोसायटी,18.489938,73.826020,11    
Non-BRTS,106,106 -R-45,45,Vitthal Mandir Shreeman Society,विठ्ठल मंदीर श्रीमान सोसायटी ,18.490849,73.822892,11    
Non-BRTS,106,106 -R-46,46,Shreeman Society,श्रीमान सोसायटी,18.491996,73.820448,12    
Non-BRTS,106,106 -R-47,47,Shipra Society,शिप्रा सोसायटी,18.491992,73.818067,12    
Non-BRTS,106,106 -R-48,48,Provision Stores,प्रोव्हीजन स्टोअर्स,18.489137,73.816603,12    
Non-BRTS,106,106 -R-49,49,Karvenagar,कर्वेनगर,18.489365,73.814559,13    
Non-BRTS,106,106 -R-50,50,Galinde Path,गालिंदे पथ,18.484448,73.810453,14    
Non-BRTS,107-D,107-D-00,0,Pimplegurav,पिंपळेगुरव,18.592905,73.818933,1    
Non-BRTS,107-D,107-D-01,1,Suvarnpark,सुवर्णपार्क,18.591087,73.819595,1    
Non-BRTS,107-D,107-D-02,2,Pooja Hospital,पूजा हॉस्पिटल,18.590012,73.819548,1    
Non-BRTS,107-D,107-D-03,3,Ramkrushna Mangal Karyalay,रामकृष्ण मंगल कार्यालय,18.585616,73.821923,2    
Non-BRTS,107-D,107-D-04,4,Raviraj Hotel,रविराज हॉटेल,18.583324,73.824283,2    
Non-BRTS,107-D,107-D-05,5,Shitaladevi Chowk Pimplegurav,शीतळादेवी चौक पिंपळेगुरव ,18.581981,73.829975,2    
Non-BRTS,107-D,107-D-06,6,Dapodi Mantri Niketan,दापोडी मंत्री निकेतन,18.579073,73.829701,2    
Non-BRTS,107-D,107-D-07,7,Shivaji Maharaj Putla Dapodi,शिवाजी महाराज पुतळा दापोडी,18.576109,73.830727,2    
Non-BRTS,107-D,107-D-08,8,Buddha Vihar Dapodi,बुध्द विहार दापोडी,18.574513,73.832550,3    
Non-BRTS,107-D,107-D-09,9,Chhajed Petrol Pump,छाजेड पेट्रोल पंप,18.572944,73.834535,3    
Non-BRTS,107-D,107-D-10,10,Bhau Patil Chowk,भाऊ पाटील चौक,18.566055,73.831413,3    
Non-BRTS,107-D,107-D-11,11,Dr Sayyad Dawakhana,डॉक्टर सय्यद दवाखाना,18.564752,73.831041,3    
Non-BRTS,107-D,107-D-12,12,40 Aundh Road,४० औंध रोड,18.562496,73.832750,3    
Non-BRTS,107-D,107-D-13,13,LIC Colony,एलआयसी कॉलनी,18.562400,73.833622,3    
Non-BRTS,107-D,107-D-14,14,Khadki Station,खडकी स्टेशन,18.561820,73.840730,4    
Non-BRTS,107-D,107-D-15,15,Balbhavan,बालभवन,18.556459,73.840064,4    
Non-BRTS,107-D,107-D-16,16,Military Hospital Rangehills, मिलिटरी हॉस्पिटल रेंजहिल्स ,18.556434,73.841462,4    
Non-BRTS,107-D,107-D-17,17,Mutton Market rangehills,मटण मार्केट रेंजहिल्स ,18.555020,73.843240,4    
Non-BRTS,107-D,107-D-18,18,Rangehills Post Office,रेंजहिल्स पोस्‍ट ऑफिस,18.552537,73.843351,4    
Non-BRTS,107-D,107-D-19,19,Rangehills H type,रेंजहिल्स एच टाईप,18.549156,73.843379,5    
Non-BRTS,107-D,107-D-20,20,Rangehills Circle 2,रेंजहिल्स सर्कल 2,18.545183,73.843434,5    
Non-BRTS,107-D,107-D-21,21,Rangehills Circle 1,रेंजहिल्स सर्कल 1,18.544968,73.839487,5    
Non-BRTS,107-D,107-D-22,22,Ashoknagar Rangehills,अशोकनगर रेंजहिल्स,18.541868,73.837479,5    
Non-BRTS,107-D,107-D-23,23,Yashwantnagar Rangehills,यशवंतनगर रेंजहिल्स,18.541029,73.836603,6    
Non-BRTS,107-D,107-D-24,24,Rangehills Corner,रेंजहिल्स कॉर्नर,18.539374,73.834816,6    
Non-BRTS,107-D,107-D-25,25,E Square,ई स्केअर,18.538121,73.834765,6    
Non-BRTS,107-D,107-D-26,26,Pumping Station,पंपिंग स्टेशन,18.532967,73.841736,6    
Non-BRTS,107-D,107-D-27,27,Mhasoba Gate,म्हसोबा गेट,18.532405,73.842548,7    
Non-BRTS,107-D,107-D-28,28,Simla Office,सिमला ऑफिस,18.530423,73.849268,7    
Non-BRTS,107-D,107-D-29,29,COEP Hostel,सीओईपी हॉस्टेल,18.528593,73.852315,7    
Non-BRTS,107-D,107-D-30,30,Shivaji Maharaj Putla,शिवाजी महाराज पुतळा,18.525956,73.853622,7    
Non-BRTS,107-D,107-D-31,31,Ma Na Pa Congress Bhavan,मनपा,18.522600,73.853120,8    
Non-BRTS,107-D,107-D-32,32,Balgandharv,बालगंधर्व,18.522329,73.847788,8    
Non-BRTS,107-D,107-D-33,33,Natraj Talkies,नटराज टॉकीज ,18.519260,73.845270,8    
Non-BRTS,107-D,107-D-34,34,Deccan Gymkhana,डेक्कन जिमखाना,18.516741,73.842918,9    
Non-BRTS,107-U,107-U-00,0,Deccan Gymkhana,डेक्कन जिमखाना,18.516495,73.842819,1    
Non-BRTS,107-U,107-U-01,1,Goodluck Chowk,गुडलक चौक,18.518125,73.841464,1    
Non-BRTS,107-U,107-U-02,2,Fergusson College,फर्ग्युसन कॉलेज,18.522930,73.840905,1    
Non-BRTS,107-U,107-U-03,3,Dnyaneshwar Paduka,ज्ञानेश्र्वर पादुका ,18.526400,73.841896,1    
Non-BRTS,107-U,107-U-04,4,Police Line,पोलीस लाइन,18.526524,73.843974,1    
Non-BRTS,107-U,107-U-05,5,Modern HighSchool,मॉडर्न हायस्कुल,18.524696,73.849480,1    
Non-BRTS,107-U,107-U-06,6,Sawarkar Bhavan,सावरकर भवन,18.526207,73.852782,1    
Non-BRTS,107-U,107-U-07,7,Ma Na Pa Nadikathi,मनपा,18.522990,73.853970,2    
Non-BRTS,107-U,107-U-08,8,Shivaji Maharaj Putla,शिवाजी महाराज पुतळा,18.526309,73.852866,2    
Non-BRTS,107-U,107-U-09,9,Simla Office,सिमला ऑफिस,18.530306,73.849098,2    
Non-BRTS,107-U,107-U-10,10,Mhasoba Gate,म्हसोबा गेट,18.532350,73.842404,3    
Non-BRTS,107-U,107-U-11,11,Pumping Station,पंपिंग स्टेशन,18.533059,73.841372,3    
Non-BRTS,107-U,107-U-12,12,Mafatlal Bungalow,मफतलाल बंगला,18.537094,73.835662,3    
Non-BRTS,107-U,107-U-13,13,Rangehills Corner,रेंजहिल्स कॉर्नर,18.539017,73.833213,3    
Non-BRTS,107-U,107-U-14,14,Yashwantnagar Rangehills,यशवंतनगर रेंजहिल्स,18.541128,73.836619,4    
Non-BRTS,107-U,107-U-15,15,Ashoknagar Rangehills,अशोकनगर रेंजहिल्स,18.541863,73.837425,4    
Non-BRTS,107-U,107-U-16,16,Rangehills Circle 1,रेंजहिल्स सर्कल 1,18.544998,73.839645,4    
Non-BRTS,107-U,107-U-17,17,Rangehills Circle 2,रेंजहिल्स सर्कल 2,18.545120,73.843316,4    
Non-BRTS,107-U,107-U-18,18,Rangehills H type,रेंजहिल्स एच टाईप,18.549184,73.843207,5    
Non-BRTS,107-U,107-U-19,19,Rangehills Post Office,रेंजहिल्स पोस्‍ट ऑफिस,18.552405,73.843273,5    
Non-BRTS,107-U,107-U-20,20,Mutton Market rangehills,मटण मार्केट रेंजहिल्स ,18.553170,73.843277,5    
Non-BRTS,107-U,107-U-21,21,Military Hospital Rangehills, मिलिटरी हॉस्पिटल रेंजहिल्स ,18.556363,73.841710,5    
Non-BRTS,107-U,107-U-22,22,Balbhavan,बालभवन,18.556390,73.840558,5    
Non-BRTS,107-U,107-U-23,23,Khadki Station,खडकी स्टेशन,18.561740,73.840510,6    
Non-BRTS,107-U,107-U-24,24,LIC Colony,एलआयसी कॉलनी,18.562279,73.833373,6    
Non-BRTS,107-U,107-U-25,25,40 Aundh Road,४० औंध रोड,18.562338,73.832680,6    
Non-BRTS,107-U,107-U-26,26,Dr Sayyad Dawakhana,डॉक्टर सय्यद दवाखाना,18.564758,73.831043,6    
Non-BRTS,107-U,107-U-27,27,Bhau Patil Chowk,भाऊ पाटील चौक,18.566216,73.831279,6    
Non-BRTS,107-U,107-U-28,28,Chhajed Petrol Pump,छाजेड पेट्रोल पंप,18.573015,73.834681,6    
Non-BRTS,107-U,107-U-29,29,Buddha Vihar Dapodi,बुध्द विहार दापोडी,18.574446,73.832494,7    
Non-BRTS,107-U,107-U-30,30,Shivaji Maharaj Putla Dapodi,शिवाजी महाराज पुतळा दापोडी,18.576005,73.830724,7    
Non-BRTS,107-U,107-U-31,31,Dapodi Mantri Niketan,दापोडी मंत्री निकेतन,18.579100,73.829600,7    
Non-BRTS,107-U,107-U-32,32,Shitaladevi Chowk Pimplegurav,शीतळादेवी चौक पिंपळेगुरव ,18.580845,73.830000,7    
Non-BRTS,107-U,107-U-33,33,Raviraj Hotel,रविराज हॉटेल,18.583227,73.824226,7    
Non-BRTS,107-U,107-U-34,34,Ramkrushna Mangal Karyalay,रामकृष्ण मंगल कार्यालय,18.585596,73.821861,8    
Non-BRTS,107-U,107-U-35,35,Pooja Hospital,पूजा हॉस्पिटल,18.589883,73.819527,8    
Non-BRTS,107-U,107-U-36,36,Suvarnpark,सुवर्णपार्क,18.591351,73.819571,8    
Non-BRTS,107-U,107-U-37,37,Pimplegurav,पिंपळेगुरव,18.593117,73.818872,9    
Non-BRTS,108-D,108-D-00,0,Pune Station,पुणे स्टेशन,18.528173,73.874472,1    
Non-BRTS,108-D,108-D-01,1,Incometax Office,इनकमटॅक्स ऑफिस,18.525427,73.876599,1    
Non-BRTS,108-D,108-D-02,2,GPO,जीपीओ,18.523011,73.876202,1    
Non-BRTS,108-D,108-D-03,3,Collector Kacheri,कलेक्टर कचेरी,18.524353,73.871855,1    
Non-BRTS,108-D,108-D-04,4,Jilha Parishad,जिल्हा परिषद,18.523822,73.869958,1    
Non-BRTS,108-D,108-D-05,5,15 August Chowk,१५ ऑगस्ट चौक,18.522579,73.867340,1    
Non-BRTS,108-D,108-D-06,6,Apollo Talkies,अपोलो टॉकीज,18.519462,73.864542,2    
Non-BRTS,108-D,108-D-07,7,Phadke Haud,फडके हौद,18.518896,73.860230,2,,,,,,,,,, ,,,,,,
Non-BRTS,108-D,108-D-08,8,Jijamatabaug,जिजामाताबाग,18.518543,73.856684,2    
Non-BRTS,108-D,108-D-09,9,Vasant Talkies,वसंत टॉकीज,18.517483,73.856247,2    
Non-BRTS,108-D,108-D-10,10,Appa Balawant Chowk,अप्पा बळवंत चौक,18.515526,73.853776,3    
Non-BRTS,108-D,108-D-11,11,Kesariwada,केसरीवाडा,18.516199,73.848927,3    
Non-BRTS,108-D,108-D-12,12,Mati Ganpati,माती गणपती,18.516136,73.847992,3    
Non-BRTS,108-D,108-D-13,13,Kulkarni Petrol Pump,कुलकर्णी पेट्रोल पंप,18.513005,73.844422,3    
Non-BRTS,108-D,108-D-14,14,Deccan Corner,डेक्कन कॉर्नर,18.513955,73.841853,4    
Non-BRTS,108-D,108-D-15,15,Garware College,गरवारे कॉलेज,18.512112,73.838403,4    
Non-BRTS,108-D,108-D-16,16,Sonal Hall,सोनल हॉल,18.510405,73.834854,4,,, ,,,,,,,,,,,,,
Non-BRTS,108-D,108-D-17,17,Nal Stop,नळ स्टॉप,18.508895,73.832018,4    
Non-BRTS,108-D,108-D-18,18,SNDT College,एसएनडीटी कॉलेज,18.507228,73.828329,5    
Non-BRTS,108-D,108-D-19,19,Paud Phata,पौड फाटा,18.505422,73.824295,5    
Non-BRTS,108-D,108-D-20,20,More Vidyalay,मोरे विद्यालय,18.510303,73.820454,5    
Non-BRTS,108-D,108-D-21,21,Ideal Colony,आयडियल कॉलनी,18.510170,73.817161,5    
Non-BRTS,108-D,108-D-22,22,Anandnagar Kothrud,आनंदनगर कोथरुड ,18.509612,73.814429,5    
Non-BRTS,108-D,108-D-23,23,Jai Bhavaninagar,जय भवानीनगर,18.509345,73.812064,6    
Non-BRTS,108-D,108-D-24,24,Shivtirthnagar Corner,शिवतिर्थनगर कॉर्नर,18.512380,73.805848,6    
Non-BRTS,108-D,108-D-25,25,Shivtirthnagar,शिवतिर्थनगर,18.512378,73.806432,6    
Non-BRTS,108-D,108-D-26,26,Sutardara,सुतारदरा,18.515499,73.807862,7    
Non-BRTS,108-U,108-U-00,0,Sutardara,सुतारदरा,18.515505,73.807793,1    
Non-BRTS,108-U,108-U-01,1,Shivtirthnagar,शिवतिर्थनगर,18.512378,73.806432,1    
Non-BRTS,108-U,108-U-02,2,Shivtirthnagar Corner,शिवतिर्थनगर कॉर्नर,18.508600,73.809117,1    
Non-BRTS,108-U,108-U-03,3,Jai Bhavaninagar,जय भवानीनगर,18.509293,73.811466,2    
Non-BRTS,108-U,108-U-04,4,Anandnagar Kothrud,आनंदनगर कोथरुड ,18.509693,73.814499,2    
Non-BRTS,108-U,108-U-05,5,Ideal Colony,आयडियल कॉलनी,18.510847,73.817492,2    
Non-BRTS,108-U,108-U-06,6,More Vidyalay,मोरे विद्यालय,18.510371,73.820623,2    
Non-BRTS,108-U,108-U-07,7,Paud Phata,पौड फाटा,18.506051,73.826171,2    
Non-BRTS,108-U,108-U-08,8,SNDT College,एसएनडीटी कॉलेज,18.507301,73.828511,3    
Non-BRTS,108-U,108-U-09,9,Nal Stop,नळ स्टॉप,18.509020,73.831963,3    
Non-BRTS,108-U,108-U-10,10,Sonal Hall,सोनल हॉल,18.510452,73.834959,3    
Non-BRTS,108-U,108-U-11,11,Garware College,गरवारे कॉलेज,18.512424,73.838716,3    
Non-BRTS,108-U,108-U-12,12,Deccan Corner,डेक्कन कॉर्नर,18.513532,73.841372,4    
Non-BRTS,108-U,108-U-13,13,Alka Talkies,अलका टॉकिज,18.513171,73.844721,4    
Non-BRTS,108-U,108-U-14,14,Mati Ganpati,माती गणपती,18.515880,73.847115,4    
Non-BRTS,108-U,108-U-15,15,Kesariwada,केसरीवाडा,18.516228,73.848862,4    
Non-BRTS,108-U,108-U-16,16,Appa Balawant Chowk,अप्पा बळवंत चौक,18.515520,73.853753,5    
Non-BRTS,108-U,108-U-17,17,Dakshinmukhi Maruti,दक्षिणमुखी मारुती,18.518182,73.853902,5    
Non-BRTS,108-U,108-U-18,18,Shaniwarwada,शनिवारवाडा,18.519554,73.854472,5    
Non-BRTS,108-U,108-U-19,19,Jijamatabaug,जिजामाताबाग,18.518780,73.858333,5    
Non-BRTS,108-U,108-U-20,20,Phadke Haud,फडके हौद,18.518896,73.860230,5    
Non-BRTS,108-U,108-U-21,21,Apollo Talkies,अपोलो टॉकीज,18.520267,73.864485,6    
Non-BRTS,108-U,108-U-22,22,15 August Chowk,१५ ऑगस्ट चौक,18.522434,73.866621,6    
Non-BRTS,108-U,108-U-23,23,Sasoon Hospital,ससून हॉस्पिटल ,18.525642,73.872047,6    
Non-BRTS,108-U,108-U-24,24,Pune Station,पुणे स्टेशन,18.528343,73.874137,7    
Non-BRTS,109-R,109-R-00,0,Ma Na Pa Nadikathi,मनपा,18.522990,73.853970,1    
Non-BRTS,109-R,109-R-01,1,Shivaji Maharaj Putla,शिवाजी महाराज पुतळा,18.526309,73.852866,1    
Non-BRTS,109-R,109-R-02,2,Simla Office,सिमला ऑफिस,18.528759,73.850006,1,,,,, ,,,,,,,,,,,
Non-BRTS,109-R,109-R-03,3,Mhasoba Gate,म्हसोबा गेट,18.532350,73.842404,2    
Non-BRTS,109-R,109-R-04,4,Pumping Station,पंपिंग स्टेशन,18.534228,73.839676,2    
Non-BRTS,109-R,109-R-05,5,Mafatlal Bungalow,मफतलाल बंगला,18.537081,73.835708,2    
Non-BRTS,109-R,109-R-06,6,Rangehills Corner,रेंजहिल्स कॉर्नर,18.538764,73.833587,2    
Non-BRTS,109-R,109-R-07,7,Pune Vidhyapeeth Gate Pashan Road,पुणे विद्यापीठ गेट पाषाण रोड,18.541942,73.828235,3    
Non-BRTS,109-R,109-R-08,8,Wireless Office,वायरलेस ऑफिस,18.541715,73.825991,3    
Non-BRTS,109-R,109-R-09,9,Loyala Highschool,लॉयला हायस्कूल,18.541497,73.823645,3    
Non-BRTS,109-R,109-R-10,10,NCL Colony,एनसीएल कॉलनी,18.539954,73.816919,3    
Non-BRTS,109-R,109-R-11,11,NCL Gate,एनसीएल गेट,18.539747,73.814836,4    
Non-BRTS,109-R,109-R-12,12,Panchwati,पंचवटी,18.539093,73.809642,4    
Non-BRTS,109-R,109-R-13,13,Marodo Company,मॅरोडो कंपनी,18.538616,73.807673,4    
Non-BRTS,109-R,109-R-14,14,IMD Colony,आयएमडी कॉलनी,18.537787,73.804967,4    
Non-BRTS,109-R,109-R-15,15,ARDL Gate,एआरडीएल गेट,18.537913,73.802150,4    
Non-BRTS,109-R,109-R-16,16,Pashan Naka,पाषाण नाका,18.537945,73.797420,4    
Non-BRTS,109-R,109-R-17,17,ARDE Colony,एआरडीइ कॉलनी,18.537120,73.796008,5    
Non-BRTS,109-R,109-R-18,18,MSB Pumping Station,एमएसबी पंपिंग स्टेशन,18.535806,73.795262,5    
Non-BRTS,109-R,109-R-19,19,Pashan Tank Rasta,पाषाण टँक रस्ता,18.528658,73.791432,5    
Non-BRTS,109-R,109-R-20,20,Bharat Ele Company,भारत इले. कंपनी,18.526950,73.782905,6    
Non-BRTS,109-R,109-R-21,21,Bavdhan Phata,बावधान फाटा,18.519153,73.778927,6    
Non-BRTS,109-R,109-R-22,22,Bavdhangaon,बावधनगांव,18.517626,73.780562,6    
Non-BRTS,109-R,109-R-23,23,Shindenagar Bawdhan,शिंदेनगर बावधन,18.512186,73.782250,6    
Non-BRTS,109-R,109-R-24,24,Chandani Chowk,चांदणी चौक,18.507748,73.783508,7    
Non-BRTS,109-R,109-R-25,25,Shinde Farm,शिंदे फार्म,18.508539,73.790358,7    
Non-BRTS,109-R,109-R-26,26,Kothrud Depot,कोथरुड डेपो,18.507995,73.795688,8    
Non-BRTS,109-R,109-R-27,27,Bharatinagar,भारतीनगर,18.507885,73.797115,8    
Non-BRTS,109-R,109-R-28,28,Kachara Depot Kothrud,कचरा डेपो कोथरुड ,18.507627,73.799321,8    
Non-BRTS,109-R,109-R-29,29,Vanaj Company,वनाज कंपनी,18.507305,73.805550,8    
Non-BRTS,109-R,109-R-30,30,Vanaj Corner,वनाज कॉर्नर,18.507492,73.807654,8    
Non-BRTS,109-R,109-R-31,31,Pratiknagar,प्रतीकनगर,18.508415,73.810184,8    
Non-BRTS,109-R,109-R-32,32,Jai Bhavaninagar,जय भवानीनगर,18.509518,73.812310,9    
Non-BRTS,109-R,109-R-33,33,Anandnagar Kothrud,आनंदनगर कोथरुड ,18.509868,73.814795,9    
Non-BRTS,109-R,109-R-34,34,Ideal Colony,आयडियल कॉलनी,18.510170,73.817161,9    
Non-BRTS,109-R,109-R-35,35,More Vidyalay,मोरे विद्यालय,18.510325,73.820661,9    
Non-BRTS,109-R,109-R-36,36,Paud Phata,पौड फाटा,18.506835,73.823953,9    
Non-BRTS,109-R,109-R-37,37,SNDT College,एसएनडीटी कॉलेज,18.507300,73.828450,10    
Non-BRTS,109-R,109-R-38,38,Nal Stop,नळ स्टॉप,18.509067,73.831945,10,,     
Non-BRTS,109-R,109-R-39,39,Sonal Hall,सोनल हॉल,18.510527,73.834833,10    
Non-BRTS,109-R,109-R-40,40,Garware College,गरवारे कॉलेज,18.512165,73.838217,10    
Non-BRTS,109-R,109-R-41,41,Deccan Corner,डेक्कन कॉर्नर,18.514301,73.841958,10    
Non-BRTS,109-R,109-R-42,42,Goodluck Chowk,गुडलक चौक,18.518150,73.841483,11    
Non-BRTS,109-R,109-R-43,43,Fergusson College,फर्ग्युसन कॉलेज,18.523083,73.840933,11    
Non-BRTS,109-R,109-R-44,44,Dnyaneshwar Paduka,ज्ञानेश्र्वर पादुका ,18.526400,73.841896,11    
Non-BRTS,109-R,109-R-45,45,Police Line,पोलीस लाइन,18.526524,73.843974,11    
Non-BRTS,109-R,109-R-46,46,Modern HighSchool,मॉडर्न हायस्कुल,18.524696,73.849480,11    
Non-BRTS,109-R,109-R-47,47,Sawarkar Bhavan,सावरकर भवन,18.522295,73.849963,11    
Non-BRTS,109-R,109-R-48,48,Ma Na Pa Nadikathi,मनपा,18.522990,73.853970,12    
Non-BRTS,10-D,10-D-00,0,Keshavnagar,केशवनगर,18.534838,73.944175,1    
Non-BRTS,10-D,10-D-01,1,Keshavnagar Pul,केशवनगर पूल,18.533508,73.940842,1    
Non-BRTS,10-D,10-D-02,2,Shindevasti Mundhwa,शिंदेवस्ती मुंढवा ,18.531070,73.940340,1    
Non-BRTS,10-D,10-D-03,3,Mundhwagaon,मुंढवागांव,18.532838,73.933693,2    
Non-BRTS,10-D,10-D-04,4,Mundhwa Shala,मुंढवा शाळा,18.534190,73.928664,2    
Non-BRTS,10-D,10-D-05,5,Kacharevasti,कचरेवस्ती,18.533485,73.920662,2    
Non-BRTS,10-D,10-D-06,6,Tadi Gutta,ताडी गुत्ता,18.532457,73.917588,2    
Non-BRTS,10-D,10-D-07,7,Dhole Patil Farm,ढोले पाटील फार्म,18.533632,73.915054,2,,,,,,,, ,,,,,,,,
Non-BRTS,10-D,10-D-08,8,Gulmohar City,गुलमोहर सिटी,18.535873,73.910915,3,,, ,,,,,,,,,,,,,
Non-BRTS,10-D,10-D-09,9,Kalyaninagar Pul,कल्याणीनगर पुल,18.538986,73.903915,3    
Non-BRTS,10-D,10-D-10,10,Bhairoba Pumping Station,भैरोबा पंपीग स्टेशन,18.539135,73.901608,3,,,,,,,,,,, ,,,,,
Non-BRTS,10-D,10-D-11,11,Kalpataru Society Koregaonpark,कल्पतरू सोसायटी कोरेगावपार्क ,18.539460,73.895392,3    
Non-BRTS,10-D,10-D-12,12,Kasturba Gandhi Shala,कस्तुरबा गांधी शाळा,18.539718,73.890302,4    
Non-BRTS,10-D,10-D-13,13,Madhur Milan Mangal Karyalay,मधुर मिलन मंगल कार्यालय,18.535455,73.883128,4    
Non-BRTS,10-D,10-D-14,14,Jehangir Hospital,जहांगीर हॉस्पिटल,18.530905,73.875792,4    
Non-BRTS,10-D,10-D-15,15,Alankar Talkies,अलंकार टॉकिज,18.528458,73.876220,5    
Non-BRTS,10-D,10-D-16,16,Incometax Office,इनकमटॅक्स ऑफिस,18.525427,73.876599,5    
Non-BRTS,10-D,10-D-17,17,GPO,जीपीओ,18.523011,73.876202,5    
Non-BRTS,10-D,10-D-18,18,Collector Kacheri,कलेक्टर कचेरी,18.524353,73.871855,5    
Non-BRTS,10-D,10-D-19,19,Jilha Parishad,जिल्हा परिषद,18.523822,73.869970,5    
Non-BRTS,10-D,10-D-20,20,KEM Hospital,केईएम हॉस्पीटल,18.520065,73.867843,5    
Non-BRTS,10-D,10-D-21,21,Power House Rastapeth,पॉवर हाऊस रास्तापेठ ,18.518939,73.868427,6    
Non-BRTS,10-D,10-D-22,22,Nana Peth,नाना पेठ,18.517257,73.868532,6    
